"","Html Form","Attachments","Flash content","Html iFrame","HTML content","URLs","External Resources","Javascript","Css","IPs in URLs","@ in URLs","Encoding","Phishy"
"62","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"63","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"64","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"65","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"66","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"67","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"68","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"69","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"70","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"71","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"72","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"73","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"74","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"75","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"76","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"77","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"78","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"79","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"80","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"81","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"82","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"83","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"84","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"85","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"86","False","0","False","False","True","1","0","0","0","False","False","quoted-printable","False"
"87","False","0","False","False","True","1","0","0","0","False","False","7bit","False"
"88","False","0","False","False","True","1","0","0","0","False","False","7bit","False"
"89","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"90","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"91","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"92","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"93","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"94","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"95","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"96","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"97","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"98","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"99","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"100","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"101","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"102","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"103","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"104","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"105","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"106","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"107","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"108","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"109","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"110","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"111","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"112","False","0","False","False","True","4","0","0","0","False","False","7bit","False"
"113","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"114","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"115","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"116","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"117","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"118","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"119","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"120","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"121","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"122","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"123","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"124","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"125","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"126","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"127","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"128","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"129","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"130","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"131","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"132","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"133","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"134","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"135","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"136","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"137","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"138","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"139","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"140","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"141","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"142","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"143","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"144","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"145","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"146","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"147","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"148","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"149","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"150","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"151","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"152","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"153","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"154","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"155","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"156","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"157","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"158","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"159","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"160","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"161","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"162","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"163","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"164","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"165","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"166","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"167","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"168","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"169","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"170","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"171","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"172","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"173","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"174","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"175","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"176","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"177","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"178","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"179","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"180","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"181","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"182","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"183","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"184","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"185","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"186","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"187","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"188","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"189","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"190","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"191","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"192","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"193","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"194","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"195","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"196","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"197","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"198","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"199","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"200","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"201","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"202","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"203","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"204","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"205","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"206","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"207","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"208","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"209","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"210","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"211","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"212","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"213","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"214","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"215","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"216","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"217","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"218","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"219","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"220","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"221","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"222","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"223","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"224","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"225","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"226","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"227","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"228","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"229","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"230","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"231","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"232","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"233","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"234","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"235","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"236","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"237","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"238","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"239","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"240","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"241","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"242","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"243","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"244","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"245","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"246","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"247","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"248","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"249","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"250","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"251","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"252","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"253","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"254","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"255","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"256","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"257","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"258","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"259","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"260","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"261","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"262","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"263","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"264","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"265","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"266","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"267","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"268","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"269","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"270","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"271","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"272","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"273","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"274","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"275","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"276","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"277","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"278","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"279","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"280","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"281","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"282","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"283","False","0","False","False","True","1","0","0","0","False","False","7bit","False"
"284","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"285","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"286","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"287","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"288","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"289","False","0","False","False","True","1","0","0","0","False","False","7bit","False"
"290","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"291","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"292","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"293","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"294","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"295","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"296","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"297","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"298","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"299","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"300","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"301","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"302","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"303","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"304","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"305","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"306","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"307","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"308","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"309","False","0","False","False","True","1","0","0","0","False","False","7bit","False"
"310","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"311","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"312","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"313","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"314","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"315","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"316","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"317","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"318","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"319","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"320","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"321","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"322","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"323","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"324","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"325","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"326","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"327","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"328","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"329","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"330","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"331","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"332","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"333","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"334","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"335","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"336","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"337","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"338","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"339","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"340","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"341","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"342","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"343","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"344","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"345","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"346","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"347","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"348","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"349","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"350","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"351","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"352","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"353","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"354","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"355","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"356","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"357","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"358","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"359","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"360","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"361","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"362","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"363","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"364","False","0","False","False","True","11","0","0","0","False","False","7bit","False"
"365","False","0","False","False","True","11","0","0","0","False","False","7bit","False"
"366","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"367","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"368","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"369","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"370","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"371","False","0","False","False","True","2","0","0","0","False","False","7bit","False"
"372","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"373","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"374","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"375","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"376","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"377","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"378","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"379","False","0","False","False","True","1","0","0","0","False","False","7bit","False"
"380","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"381","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"382","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"383","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"384","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","False"
"385","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"386","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"387","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"388","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"389","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"390","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"391","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"392","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"393","False","0","False","False","True","5","0","0","0","False","False","7bit","False"
"394","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"395","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"396","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"397","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"398","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"399","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"400","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"401","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"402","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"403","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"404","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"405","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"406","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"407","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"408","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"409","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"410","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"411","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"412","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"413","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"414","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"415","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"416","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"417","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"418","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"419","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"420","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"421","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"422","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"423","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"424","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"425","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"426","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"427","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"428","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"429","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"430","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
"431","False","0","False","False","True","0","0","0","0","False","False","7bit","False"
