"","Html Form","Attachments","Flash content","Html iFrame","HTML content","URLs","External Resources","Javascript","Css","IPs in URLs","@ in URLs","Encoding","Phishy"
"410","False","0","False","False","True","1","0","0","0","True","False","none","True"
"411","False","0","False","False","True","6","0","0","0","True","False","none","True"
"412","False","0","False","False","True","1","0","0","0","True","False","none","True"
"413","False","0","False","False","True","1","0","0","0","True","False","none","True"
"414","False","0","False","False","True","2","0","0","0","True","False","none","True"
"415","False","0","False","False","True","2","0","0","0","False","False","none","True"
"416","False","0","False","False","True","4","0","0","0","False","False","none","True"
"417","False","0","False","False","True","4","0","0","0","False","False","none","True"
"418","False","0","False","False","True","4","0","0","0","True","False","none","True"
"419","False","0","False","False","True","8","0","0","0","True","False","none","True"
"420","False","0","False","False","True","16","0","0","0","False","False","none","True"
"421","False","0","False","False","True","5","0","0","0","True","False","none","True"
"422","False","0","False","False","True","5","0","0","0","True","False","none","True"
"423","False","0","False","False","True","7","0","0","0","True","False","none","True"
"424","False","0","False","False","True","4","0","0","0","True","False","none","True"
"425","False","0","False","False","True","6","0","0","0","True","False","none","True"
"426","False","0","False","False","True","4","0","0","0","False","False","none","True"
"427","False","0","False","False","True","3","0","0","0","True","False","none","True"
"428","False","0","False","False","True","14","0","0","0","True","False","none","True"
"429","False","0","False","False","True","6","0","0","0","True","False","none","True"
"430","False","0","False","False","True","1","0","0","0","True","False","none","True"
"431","False","0","False","False","True","1","0","0","0","True","False","none","True"
"432","False","0","False","False","True","2","0","0","0","True","False","none","True"
"433","False","0","False","False","True","11","0","0","0","False","False","none","True"
"434","False","0","False","False","True","16","0","0","0","True","False","none","True"
"435","False","0","False","False","True","12","0","0","0","True","False","none","True"
"436","False","0","False","False","True","6","0","0","0","True","False","none","True"
"437","False","0","False","False","True","25","0","0","0","True","False","none","True"
"438","False","0","False","False","True","0","0","0","0","False","False","none","True"
"439","False","0","False","False","True","5","0","0","0","False","False","none","True"
"440","False","0","False","False","True","5","0","0","0","False","False","none","True"
"441","False","0","False","False","True","4","0","0","0","False","False","none","True"
"442","False","0","False","False","True","4","0","0","0","False","False","none","True"
"443","False","0","False","False","True","2","0","0","0","False","False","none","True"
"444","False","0","False","False","True","13","0","0","0","False","False","none","True"
"445","False","0","False","False","True","14","0","0","0","False","False","none","True"
"446","False","0","False","False","True","3","0","0","0","False","False","none","True"
"447","False","0","False","False","True","0","0","0","0","False","False","none","True"
"448","False","0","False","False","True","2","0","0","0","False","False","none","True"
"449","False","0","False","False","True","2","0","0","0","False","False","none","True"
"450","False","0","False","False","True","2","0","0","0","False","False","none","True"
"451","False","0","False","False","True","2","0","0","0","False","False","none","True"
"452","False","0","False","False","True","2","0","0","0","False","False","none","True"
"453","False","0","False","False","True","0","0","0","0","False","False","none","True"
"454","False","0","False","False","True","3","0","0","0","False","False","none","True"
"455","False","0","False","False","True","1","0","0","0","False","False","none","True"
"456","False","0","False","False","True","1","0","0","0","True","False","none","True"
"457","False","0","False","False","True","4","0","0","0","False","False","none","True"
"458","False","0","False","False","True","0","0","0","0","False","False","none","True"
"459","False","0","False","False","True","0","0","0","0","False","False","none","True"
"460","False","0","False","False","True","3","0","0","0","False","False","none","True"
